date,open,high,low,close,volume,premium_open,premium_high,premium_low,coinbase_premium_index,premium_close_time,premium_trades,oi
2025-03-15 00:00:00,83939.9,84625.0,83915.4,84439.9,13976.156,-0.0004358,-8.962e-05,-0.00108099,-0.0005727,1742011199999.0,2880.0,72975.574
2025-03-15 04:00:00,84440.0,84520.0,83752.9,83797.0,12901.624,-0.00057227,-0.00012664,-0.00090108,-0.00041607,1742025599999.0,2880.0,73001.869
2025-03-15 08:00:00,83797.1,84143.9,83564.5,84054.8,18511.016,-0.00041613,-1.7e-06,-0.00084327,-0.00067463,1742039999999.0,2880.0,72864.383
2025-03-15 12:00:00,84054.7,84442.0,83961.6,84295.8,16141.216,-0.00052103,-0.00010394,-0.00090683,-0.00053234,1742054399999.0,2880.0,72193.492
2025-03-15 16:00:00,84295.7,84453.4,84060.0,84261.2,9720.647,-0.00053261,-0.00022555,-0.00080713,-0.00040699,1742068799999.0,2880.0,71538.182
2025-03-15 20:00:00,84261.2,84433.1,84191.2,84302.9,5424.311,-0.00040693,-0.00016639,-0.00087271,-0.00045405,1742083199999.0,2880.0,70884.535
2025-03-16 00:00:00,84303.0,84357.1,83691.3,84295.9,13994.399,-0.00045399,0.0,-0.00163268,-0.00054071,1742097599999.0,2880.0,70622.154
2025-03-16 04:00:00,84296.0,84382.2,83924.4,84242.0,10835.962,-0.00040931,-0.00020812,-0.00070958,-0.0004593,1742111999999.0,2880.0,70382.831
2025-03-16 08:00:00,84242.1,84300.0,82333.4,82367.9,37793.928,-0.00025767,0.00011153,-0.00190138,-0.000513,1742126399999.0,2880.0,71028.264
2025-03-16 12:00:00,82367.9,83454.0,82354.8,83280.0,36041.854,-0.00046005,0.00072331,-0.00090898,-0.00046814,1742140799999.0,2880.0,70907.629
2025-03-16 16:00:00,83280.0,85136.0,82500.0,83064.3,51260.232,-0.00045974,0.00055637,-0.00144148,-0.00046279,1742155199999.0,2880.0,71285.956
2025-03-16 20:00:00,83064.3,83424.4,81925.6,82541.6,24704.325,-0.00026699,-4.717e-05,-0.00185655,-0.00049274,1742169599999.0,2880.0,69324.299
2025-03-17 00:00:00,82541.6,83696.6,82483.9,83641.0,21622.978,-0.00042918,0.0001325,-0.00080925,-0.00044419,1742183999999.0,2880.0,68524.906
2025-03-17 04:00:00,83641.1,83842.8,82630.8,83525.2,23981.245,-0.00040798,0.00014686,-0.00119218,-0.00047249,1742198399999.0,2880.0,69084.477
2025-03-17 08:00:00,83525.3,83749.9,83171.7,83475.0,18023.286,-0.00039141,-1.93e-06,-0.00084606,-0.00059066,1742212799999.0,2878.0,69525.954
2025-03-17 12:00:00,83475.0,84000.0,82384.0,83499.0,64260.353,-0.00050654,0.00023952,-0.00126298,-0.00042373,1742227199999.0,2880.0,70587.002
2025-03-17 16:00:00,83499.1,84727.1,83054.9,84436.2,39230.746,-0.00037321,0.00029142,-0.00183902,-0.00052063,1742241599999.0,2880.0,69800.651
2025-03-17 20:00:00,84436.2,84464.1,83700.0,83962.9,15543.474,-0.00052376,-0.00010423,-0.00100647,-0.00061112,1742255999999.0,2880.0,71142.427
2025-03-18 00:00:00,83963.0,83979.8,82913.6,83107.6,23013.546,-0.00061097,-7.326e-05,-0.0015532,-0.00046017,1742270399999.0,2880.0,71103.846
2025-03-18 04:00:00,83107.6,83241.1,82207.7,83124.8,33722.964,-0.00045419,0.0001547,-0.00185903,-0.00046528,1742284799999.0,2880.0,69245.807
2025-03-18 08:00:00,83124.7,83422.8,82457.6,82550.0,21256.271,-0.00046191,0.00025666,-0.00143949,-0.00041207,1742299199999.0,2879.0,69381.889
2025-03-18 12:00:00,82550.1,82791.3,81113.5,81567.8,61034.89,-0.00041063,0.00029259,-0.00135165,-0.00052311,1742313599999.0,2880.0,70043.463
2025-03-18 16:00:00,81567.5,82446.8,81203.1,82273.4,33916.237,-0.00044724,0.00048429,-0.0010047,-0.00061253,1742327999999.0,2880.0,70847.274
2025-03-18 20:00:00,82273.5,82772.7,81823.5,82666.1,15953.841,-0.00070631,-3.333e-05,-0.00103326,-0.00058423,1742342399999.0,2880.0,71131.627
2025-03-19 00:00:00,82666.2,83200.0,82501.8,83008.4,20173.238,-0.0006143,0.00015494,-0.00086807,-0.00040891,1742356799999.0,2880.0,70453.053
2025-03-19 04:00:00,83008.4,83329.9,82752.1,83152.5,16262.798,-0.00036605,8.26e-06,-0.00095384,-0.00045939,1742371199999.0,2879.0,69514.578
2025-03-19 08:00:00,83152.5,84088.2,83137.8,83848.4,29259.361,-0.00029363,0.00051706,-0.00087003,-0.00035832,1742385599999.0,2879.0,69640.972
2025-03-19 12:00:00,83848.5,84855.0,83455.6,84693.3,47755.976,-0.00040549,0.00030659,-0.00098055,-0.00049999,1742399999999.0,2880.0,70570.076
2025-03-19 16:00:00,84693.3,85908.0,83500.0,85382.5,102445.196,-0.00043178,0.00330422,-0.00169043,-0.00046252,1742414399999.0,2880.0,72311.028
2025-03-19 20:00:00,85382.6,86990.0,85163.9,86809.8,36065.172,-0.0005827,0.00023779,-0.00092831,-0.00043616,1742428799999.0,2880.0,74090.144
2025-03-20 00:00:00,86809.8,87500.0,85580.6,85849.5,46168.248,-0.00029107,0.00015763,-0.00127033,-0.00044929,1742443199999.0,2880.0,76225.349
2025-03-20 04:00:00,85849.6,85972.3,85383.0,85764.7,17109.791,-0.00045077,-3.533e-05,-0.00104277,-0.00013642,1742457599999.0,2880.0,74794.949
2025-03-20 08:00:00,85764.7,86285.8,84685.5,85462.2,39885.293,-0.00060192,0.00011271,-0.00099832,-0.00036015,1742471999999.0,2878.0,75135.346
2025-03-20 12:00:00,85462.9,86490.0,84520.0,84642.1,65648.016,-0.00044496,0.00018073,-0.00237908,-0.00040308,1742486399999.0,2880.0,74389.624
2025-03-20 16:00:00,84642.0,84846.1,83613.6,84129.3,55952.889,-0.00041159,0.00010042,-0.00120126,-0.00041233,1742500799999.0,2880.0,73268.443
2025-03-20 20:00:00,84129.3,84582.8,83877.4,84183.6,18179.255,-0.00055802,0.00094784,-0.0013282,-0.0004409,1742515199999.0,2880.0,71122.162
2025-03-21 00:00:00,84183.6,84813.6,84140.0,84409.9,15520.668,-0.00043202,1.865e-05,-0.00079579,-0.00044313,1742529599999.0,2880.0,70731.836
2025-03-21 04:00:00,84410.0,84773.6,83650.3,83889.6,20591.929,-0.00047622,0.00010204,-0.0010709,-0.00058176,1742543999999.0,2880.0,71099.176
2025-03-21 08:00:00,83889.5,84319.5,83679.8,84006.0,19775.675,-0.00059552,0.0,-0.00112187,-0.00052517,1742558399999.0,2880.0,69964.453
2025-03-21 12:00:00,84005.9,84344.4,83122.0,83525.9,52089.133,-0.00051539,0.0,-0.00193512,-0.00049423,1742572799999.0,2879.0,69953.282
2025-03-21 16:00:00,83525.9,84405.9,83333.0,83925.0,25233.681,-0.00046158,-8.04e-06,-0.00080497,-0.00033965,1742587199999.0,2880.0,70480.382
2025-03-21 20:00:00,83925.0,84550.0,83778.0,84050.3,11211.185,-0.00039335,2.906e-05,-0.00079111,-0.00044625,1742601599999.0,2880.0,70641.224
2025-03-22 00:00:00,84050.3,84286.0,83940.2,84214.1,7551.459,-0.00044747,-3.097e-05,-0.00091734,-0.00050383,1742615999999.0,2880.0,70736.454
2025-03-22 04:00:00,84214.1,84389.0,84110.6,84235.4,6393.596,-0.00050392,-0.00024251,-0.00082451,-0.0003925,1742630399999.0,2880.0,70552.387
2025-03-22 08:00:00,84235.4,84509.0,84073.7,84190.8,9147.168,-0.00039535,-0.00012661,-0.00083541,-0.00060201,1742644799999.0,2880.0,70324.445
2025-03-22 12:00:00,84190.8,84257.2,83932.0,84073.5,8977.145,-0.00053114,-7.579e-05,-0.00071712,-0.00042493,1742659199999.0,2880.0,70781.425
2025-03-22 16:00:00,84073.4,84292.0,84021.1,84134.6,6453.155,-0.00042471,-0.00011063,-0.00072696,-0.00045707,1742673599999.0,2880.0,70924.888
2025-03-22 20:00:00,84134.5,84171.6,83589.5,83804.9,13696.129,-0.00045715,-0.00023683,-0.0010226,-0.00045283,1742687999999.0,2880.0,71146.209
2025-03-23 00:00:00,83804.9,84241.5,83761.2,84195.1,7066.186,-0.00045805,-3.341e-05,-0.00088287,-0.00034651,1742702399999.0,2880.0,70129.169
2025-03-23 04:00:00,84195.1,84282.4,84025.2,84229.9,5066.142,-0.00036678,-0.00031084,-0.00088407,-0.00057461,1742716799999.0,2880.0,70033.065
2025-03-23 08:00:00,84229.9,85024.8,84216.8,84651.5,20060.748,-0.00057103,0.00055789,-0.00075784,-0.00037273,1742731199999.0,2880.0,70119.987
2025-03-23 12:00:00,84651.4,85231.7,84529.0,85148.0,18572.248,-0.00036252,-4.717e-05,-0.00089735,-0.0004794,1742745599999.0,2880.0,71097.833
2025-03-23 16:00:00,85148.0,85376.4,84756.0,84966.7,19055.791,-0.00047953,0.00016905,-0.00131365,-0.00040623,1742759999999.0,2880.0,72177.454
2025-03-23 20:00:00,84966.7,86110.9,84868.9,86044.2,21078.758,-0.0005312,0.00056976,-0.00101464,-0.00034945,1742774399999.0,2880.0,71848.175
2025-03-24 00:00:00,86044.1,86619.9,85478.3,86502.6,34610.78,-0.00038634,0.00051397,-0.00106766,-0.00033522,1742788799999.0,2880.0,72903.525
2025-03-24 04:00:00,86502.6,87277.5,86502.5,86827.6,31398.367,-0.00042382,0.00032484,-0.00125342,-0.00052992,1742803199999.0,2879.0,74519.195
2025-03-24 08:00:00,86827.5,87898.9,86808.0,87643.5,26543.017,-0.00054852,-0.00018144,-0.00088218,-0.00049504,1742817599999.0,2880.0,76206.574
2025-03-24 12:00:00,87643.6,88752.0,87100.0,88283.6,58494.267,-0.00049499,0.00019492,-0.00116292,-0.00069038,1742831999999.0,2880.0,77259.219
2025-03-24 16:00:00,88283.7,88492.1,87630.0,88162.3,34573.071,-0.00068123,2.229e-05,-0.00109472,-0.00069749,1742846399999.0,2880.0,77729.149
2025-03-24 20:00:00,88162.3,88438.5,87010.0,87463.4,25287.982,-0.0007655,0.00012668,-0.00122675,-0.00029915,1742860799999.0,2880.0,79569.931
2025-03-25 00:00:00,87463.4,87644.0,86278.5,86477.4,28269.465,-0.00038269,0.00010645,-0.00113595,-0.00037229,1742875199999.0,2880.0,77221.553
2025-03-25 04:00:00,86477.3,86847.3,86260.0,86404.4,22193.451,-0.00044903,-4.193e-05,-0.00164875,-0.00031965,1742889599999.0,2880.0,75931.009
2025-03-25 08:00:00,86404.5,87448.0,86358.2,87323.3,22125.787,-0.00042557,-5.983e-05,-0.0009921,-0.0006242,1742903999999.0,2880.0,75118.971
2025-03-25 12:00:00,87323.4,88221.0,86839.2,87723.0,47579.277,-0.00051192,0.00173776,-0.00129605,-0.00075259,1742918399999.0,2880.0,74849.753
2025-03-25 16:00:00,87723.0,88284.0,87532.3,88051.4,23475.471,-0.00063401,-0.00013151,-0.0011166,-0.00070216,1742932799999.0,2880.0,76040.156
2025-03-25 20:00:00,88054.0,88500.0,87079.0,87369.8,29861.838,-0.00067694,0.0,-0.00164652,-0.0003125,1742947199999.0,2880.0,76429.533
2025-03-26 00:00:00,87369.9,87864.4,86980.0,87120.6,16890.189,-0.00036062,-9.79e-05,-0.0009161,-0.00039583,1742961599999.0,2880.0,75025.197
2025-03-26 04:00:00,87120.6,88270.2,87000.3,88106.7,22666.057,-0.00035447,0.00025711,-0.00118436,-0.00049145,1742975999999.0,2880.0,74559.133
2025-03-26 08:00:00,88106.7,88235.0,87781.8,87914.9,15319.543,-0.00047454,-0.0001063,-0.00090888,-0.00053012,1742990399999.0,2878.0,73707.908
2025-03-26 12:00:00,87914.9,87975.0,86387.7,86696.9,63270.743,-0.00052559,9.097e-05,-0.00174049,-0.00047966,1743004799999.0,2879.0,74129.078
2025-03-26 16:00:00,86696.8,87032.6,85816.3,86525.3,40992.066,-0.00056213,5.669e-05,-0.00123435,-0.00026677,1743019199999.0,2880.0,72494.61
2025-03-26 20:00:00,86525.2,87360.0,86473.8,86873.8,28818.097,-0.00060534,-5e-07,-0.00090347,-0.00035191,1743033599999.0,2880.0,70296.871
2025-03-27 00:00:00,86873.9,87722.4,86752.3,87631.1,18655.879,-0.00038282,0.00017226,-0.00084412,-0.00041491,1743047999999.0,2880.0,70461.688
2025-03-27 04:00:00,87631.2,87654.2,87210.0,87363.2,10658.862,-0.00035944,-3.2e-06,-0.00081623,-0.0004254,1743062399999.0,2878.0,70329.983
2025-03-27 08:00:00,87363.1,87562.4,86741.5,86900.7,20115.926,-0.0004255,-0.00019237,-0.00114682,-0.00050107,1743076799999.0,2880.0,70553.243
2025-03-27 12:00:00,86900.7,87528.0,85724.5,86931.2,77093.821,-0.00049779,-3.902e-05,-0.0017707,-0.00036917,1743091199999.0,2880.0,71163.946
2025-03-27 16:00:00,86931.2,87380.6,86738.0,87025.8,23043.518,-0.00045961,-8.099e-05,-0.00090589,-0.00036486,1743105599999.0,2880.0,71704.036
2025-03-27 20:00:00,87025.9,87695.9,86892.0,87191.2,13883.683,-0.00019951,0.00018831,-0.00098714,-0.00046947,1743119999999.0,2880.0,71046.292
2025-03-28 00:00:00,87191.2,87470.0,86694.5,86746.8,19440.395,-0.0004689,-4.823e-05,-0.00084361,-0.00056821,1743134399999.0,2879.0,70732.302
2025-03-28 04:00:00,86746.8,86792.8,85121.1,85175.1,50638.309,-0.00048487,0.00024321,-0.0012794,-0.00043826,1743148799999.0,2880.0,70430.751
2025-03-28 08:00:00,85175.1,85409.5,84767.0,85214.0,36315.505,-0.00047488,0.00037387,-0.00099162,-0.00045816,1743163199999.0,2880.0,71937.385
2025-03-28 12:00:00,85214.0,85575.0,83915.6,84011.1,66581.578,-0.00043077,0.00015921,-0.00100328,-0.00050671,1743177599999.0,2880.0,71302.923
2025-03-28 16:00:00,84011.0,84190.0,83531.7,83760.7,32959.417,-0.00051234,3.307e-05,-0.00109086,-0.0003391,1743191999999.0,2880.0,73230.897
2025-03-28 20:00:00,83760.7,84499.5,83659.6,84380.8,16349.356,-0.00035693,0.00087414,-0.00088386,-0.00044161,1743206399999.0,2880.0,73437.904
2025-03-29 00:00:00,84380.8,84589.7,83668.1,84125.7,18318.477,-0.000443,1.49e-06,-0.0008517,-0.00045723,1743220799999.0,2880.0,73855.534
2025-03-29 04:00:00,84125.8,84222.0,83618.0,83696.0,11481.064,-0.0004467,-9.055e-05,-0.00075044,-0.00046976,1743235199999.0,2880.0,72248.702
2025-03-29 08:00:00,83696.1,83917.5,81963.0,82255.1,43603.689,-0.00046557,6.393e-05,-0.00136227,-0.00039573,1743249599999.0,2880.0,72164.737
2025-03-29 12:00:00,82255.1,82839.9,82104.0,82377.3,22396.817,-0.00038813,0.0,-0.00089467,-0.00045859,1743263999999.0,2880.0,71883.356
2025-03-29 16:00:00,82377.3,82737.6,81601.0,82722.9,29476.229,-0.00040075,0.0,-0.00136943,-6.776e-05,1743278399999.0,2880.0,71108.939
2025-03-29 20:00:00,82722.9,82759.4,82214.0,82604.7,10237.429,-0.00024559,-8.263e-05,-0.00111497,-0.00049887,1743292799999.0,2880.0,70937.974
2025-03-30 00:00:00,82604.8,83456.0,82450.9,83042.8,19850.117,-0.00051917,-0.00011222,-0.00096777,-0.00045119,1743307199999.0,2880.0,71042.954
2025-03-30 04:00:00,83042.8,83283.3,82818.5,83037.4,13129.496,-0.0006004,-0.00014221,-0.00088968,-0.00047304,1743321599999.0,2880.0,71015.415
2025-03-30 08:00:00,83037.5,83490.0,82924.1,83080.0,14250.728,-0.00047313,-0.00016177,-0.00084335,-0.00036914,1743335999999.0,2880.0,70820.519
2025-03-30 12:00:00,83080.0,83229.6,82531.4,82699.9,18904.413,-0.00036536,4.936e-05,-0.0009704,-0.00037231,1743350399999.0,2880.0,70847.018
2025-03-30 16:00:00,82699.9,82878.2,82000.0,82510.6,19922.238,-0.00037708,-7.197e-05,-0.00131129,-0.00048094,1743364799999.0,2880.0,70567.383
2025-03-30 20:00:00,82510.5,82732.5,81501.4,82352.8,23508.933,-0.00048094,0.00011,-0.00112777,-0.00040032,1743379199999.0,2880.0,70007.607
2025-03-31 00:00:00,82353.1,82416.0,81222.0,81491.5,31536.956,-0.00025584,0.00025692,-0.00154486,-0.00040946,1743393599999.0,2880.0,69934.069
2025-03-31 04:00:00,81491.6,82275.5,81358.1,81895.2,19826.27,-0.00042091,2.462e-05,-0.0009294,-0.000343,1743407999999.0,2880.0,69976.027
2025-03-31 08:00:00,81895.1,82236.0,81250.0,82171.5,28834.653,-0.00031335,-8.53e-06,-0.0010932,-0.00026499,1743422399999.0,2879.0,70258.618
2025-03-31 12:00:00,82171.6,83895.8,81600.5,83373.4,80021.15,-0.00040255,0.00041353,-0.00123179,-0.00063117,1743436799999.0,2878.0,71085.808
2025-03-31 16:00:00,83373.3,83655.4,82350.0,82426.7,32906.251,-0.00062004,2.21e-06,-0.00110321,-0.00066724,1743451199999.0,2880.0,70402.381
2025-03-31 20:00:00,82426.7,82898.6,82221.0,82517.5,18939.296,-0.00027551,0.00033479,-0.00135758,-0.0004008,1743465599999.0,2880.0,69464.821
2025-04-01 00:00:00,82517.5,83213.0,82383.3,82929.9,15244.22,-0.00040142,5.499e-05,-0.00102837,-0.00042381,1743479999999.0,2880.0,68841.849
2025-04-01 04:00:00,82930.0,83565.0,82846.1,83415.2,15232.027,-0.00037808,0.00014995,-0.00080111,-0.00040328,1743494399999.0,2880.0,69215.104
2025-04-01 08:00:00,83415.2,84474.8,83401.0,83879.9,35987.638,-0.00042737,0.00013194,-0.0009603,-0.00061045,1743508799999.0,2880.0,69564.576
2025-04-01 12:00:00,83880.0,85475.0,82505.0,85245.4,81146.631,-0.00059746,0.00019907,-0.00104761,-0.00040876,1743523199999.0,2880.0,71026.718
2025-04-01 16:00:00,85245.5,85452.5,84666.3,84911.7,31993.203,-0.00035526,0.0,-0.00094801,-0.00041955,1743537599999.0,2880.0,71193.129
2025-04-01 20:00:00,84911.6,85595.5,84715.7,85120.9,17659.457,-0.00056445,0.00016534,-0.00116886,-0.00043941,1743551999999.0,2880.0,70931.504
2025-04-02 00:00:00,85121.0,85217.9,84479.2,84509.5,19256.193,-0.00043416,0.0,-0.00118083,-0.00051526,1743566399999.0,2880.0,71538.523
2025-04-02 04:00:00,84509.5,84695.0,83846.0,84389.8,24222.399,-0.00060059,-4.257e-05,-0.00091494,-0.00055663,1743580799999.0,2880.0,72192.737
2025-04-02 08:00:00,84389.7,85425.0,84220.0,84528.4,30044.064,-0.00044651,0.00017476,-0.0009506,-0.00042279,1743595199999.0,2880.0,70543.777
2025-04-02 12:00:00,84528.3,87288.0,84424.1,86709.5,101403.902,-0.00044348,0.00030436,-0.00161183,-0.00044134,1743609599999.0,2879.0,70138.477
2025-04-02 16:00:00,86709.5,87255.0,86142.0,86854.2,42796.162,-0.00015831,0.00065849,-0.00114956,-0.00061889,1743623999999.0,2880.0,73997.008
2025-04-02 20:00:00,86854.2,88500.0,82300.0,82485.1,131241.658,-0.00060936,0.00263417,-0.00524849,-0.00043084,1743638399999.0,2880.0,72645.55
2025-04-03 00:00:00,82485.1,83889.2,82137.3,83449.0,43538.786,-0.00043486,0.00066525,-0.00116383,-0.0004163,1743652799999.0,2880.0,69853.242
2025-04-03 04:00:00,83449.2,83707.9,82962.1,83423.7,18012.198,-0.00029127,0.00011001,-0.00091154,-0.00045451,1743667199999.0,2877.0,68455.174
2025-04-03 08:00:00,83423.7,83774.1,83008.4,83058.1,25845.247,-0.0004606,8.66e-05,-0.00104427,-0.00044543,1743681599999.0,2880.0,68676.367
2025-04-03 12:00:00,83058.0,83112.0,81172.2,82001.8,92135.552,-0.00044758,0.00035425,-0.00134016,-0.0004921,1743695999999.0,2880.0,68736.506
2025-04-03 16:00:00,82001.7,82463.7,81504.8,81977.4,35332.973,-0.00046385,0.0001831,-0.00088734,-0.00029185,1743710399999.0,2880.0,71330.359
2025-04-03 20:00:00,81977.4,83298.0,81754.9,83181.5,24298.763,-0.00033508,0.00057775,-0.00103671,-0.00038338,1743724799999.0,2880.0,71046.526
2025-04-04 00:00:00,83181.7,83376.0,82553.8,82787.9,23066.562,-4.579e-05,4.573e-05,-0.00121768,-0.00018708,1743739199999.0,2880.0,71579.881
2025-04-04 04:00:00,82787.9,83987.0,82569.9,83968.2,24342.362,-0.00031922,3.286e-05,-0.00089164,-0.00028181,1743753599999.0,2880.0,70888.005
2025-04-04 08:00:00,83968.1,84686.2,81624.6,82633.7,90960.907,-0.00028186,0.00040601,-0.00122168,-0.00056665,1743767999999.0,2880.0,70909.514
2025-04-04 12:00:00,82633.7,83682.9,81796.6,82822.0,128058.822,-0.00055963,0.00127131,-0.00134124,-0.00034594,1743782399999.0,2880.0,70604.828
2025-04-04 16:00:00,82821.9,84580.0,82700.0,83971.9,67073.197,-0.00039538,0.00040816,-0.00106423,-0.00035717,1743796799999.0,2880.0,71607.743
2025-04-04 20:00:00,83969.3,84422.9,83449.7,83861.3,19607.356,-0.00059137,0.00023071,-0.00098819,-0.00028788,1743811199999.0,2880.0,73234.415
2025-04-05 00:00:00,83861.4,84244.5,83323.7,83585.7,17023.772,-0.00030789,0.00018257,-0.00094003,-0.00062576,1743825599999.0,2880.0,72830.083
2025-04-05 04:00:00,83585.6,83832.1,83300.5,83490.0,10620.814,-0.00053048,0.0,-0.00086299,-0.00027218,1743839999999.0,2880.0,73673.155
2025-04-05 08:00:00,83490.0,83866.3,83326.2,83428.4,11518.556,-0.00035911,-0.00010742,-0.00082482,-0.00031325,1743854399999.0,2879.0,73049.345
2025-04-05 12:00:00,83428.3,83516.8,82333.8,82576.4,33111.923,-0.00031301,-0.0001312,-0.00105409,-0.00055115,1743868799999.0,2879.0,73268.984
